Queens_Sale_Price,QUEENS_SALE_DATE,,,Brooklyn_Sale_Price,BROOKLYN_SALE_DATE
335000.00,43874.00,,,1225000.00,43885.00
233000.00,43874.00,,,610000.00,43885.00
100000.00,43874.00,,,62622.00,43885.00
610000.00,43874.00,,,1715000.00,43885.00
288000.00,43874.00,,,1250000.00,43885.00
305000.00,43874.00,,,880000.00,43885.00
456000.00,43874.00,,,10.00,43885.00
935000.00,43874.00,,,910000.00,43885.00
227732.00,43874.00,,,600000.00,43885.00
700000.00,43874.00,,,595000.00,43885.00
280000.00,43874.00,,,1400000.00,43885.00
470000.00,43874.00,,,1525000.00,43885.00
287000.00,43874.00,,,370000.00,43885.00
490000.00,43874.00,,,1330000.00,43885.00
490000.00,43874.00,,,1200000.00,43885.00
331000.00,43874.00,,,1485000.00,43885.00
154990.00,43874.00,,,830000.00,43885.00
815000.00,43874.00,,,417000.00,43885.00
1338000.00,43874.00,,,55000.00,43885.00
838000.00,43874.00,,,440000.00,43885.00
300000.00,43874.00,,,135000.00,43885.00
225000.00,43874.00,,,735000.00,43885.00
520000.00,43874.00,,,2550000.00,43885.00
300000.00,43874.00,,,684570.00,43885.00
632000.00,43874.00,,,480000.00,43885.00
10.00,43874.00,,,690000.00,43885.00
1200000.00,43874.00,,,2315000.00,43885.00
1.00,43874.00,,,990000.00,43886.00
999999.00,43874.00,,,825000.00,43886.00
1075000.00,43874.00,,,2000000.00,43886.00
1048950.00,43874.00,,,2432250.00,43886.00
60000.00,43874.00,,,2670000.00,43886.00
490000.00,43874.00,,,768789.00,43886.00
385000.00,43874.00,,,804418.00,43886.00
330000.00,43874.00,,,1410000.00,43886.00
309270.00,43874.00,,,1310000.00,43886.00
695000.00,43874.00,,,1050000.00,43886.00
580000.00,43874.00,,,1010000.00,43886.00
875000.00,43874.00,,,900000.00,43886.00
860000.00,43874.00,,,900000.00,43886.00
889000.00,43874.00,,,400000.00,43886.00
750000.00,43874.00,,,995000.00,43886.00
315000.00,43874.00,,,995000.00,43886.00
1410000.00,43874.00,,,10.00,43886.00
230000.00,43875.00,,,997500.00,43886.00
620000.00,43875.00,,,580320.00,43886.00
930000.00,43875.00,,,1025000.00,43886.00
313000.00,43875.00,,,63000.00,43886.00
403000.00,43875.00,,,2925000.00,43886.00
735000.00,43875.00,,,1040000.00,43886.00
980000.00,43875.00,,,718055.00,43886.00
835000.00,43875.00,,,680000.00,43886.00
947000.00,43875.00,,,515000.00,43886.00
560000.00,43875.00,,,560000.00,43886.00
355000.00,43875.00,,,726000.00,43886.00
495000.00,43875.00,,,810000.00,43886.00
495000.00,43875.00,,,667200.00,43886.00
380000.00,43875.00,,,649000.00,43886.00
619000.00,43875.00,,,753505.00,43886.00
773860.00,43875.00,,,299000.00,43886.00
4850000.00,43875.00,,,590585.00,43886.00
619000.00,43875.00,,,585000.00,43886.00
570000.00,43875.00,,,1300000.00,43886.00
500000.00,43875.00,,,1275000.00,43886.00
802500.00,43875.00,,,555000.00,43886.00
920000.00,43875.00,,,1172500.00,43886.00
1399365.00,43875.00,,,1980000.00,43886.00
835649.00,43875.00,,,750000.00,43886.00
510297.00,43875.00,,,735000.00,43886.00
625000.00,43875.00,,,525000.00,43886.00
267793.00,43875.00,,,1500000.00,43886.00
300000.00,43875.00,,,1600000.00,43886.00
415000.00,43875.00,,,2775000.00,43886.00
250000.00,43875.00,,,507000.00,43886.00
605000.00,43875.00,,,1026000.00,43886.00
2700000.00,43875.00,,,1800000.00,43886.00
2700000.00,43875.00,,,189000.00,43886.00
365000.00,43875.00,,,210000.00,43886.00
220000.00,43875.00,,,645000.00,43886.00
850000.00,43875.00,,,1276771.00,43886.00
50000.00,43875.00,,,710000.00,43886.00
85000.00,43875.00,,,750000.00,43886.00
1070000.00,43875.00,,,1242265.00,43886.00
10.00,43875.00,,,1850000.00,43886.00
1520000.00,43875.00,,,1100000.00,43886.00
760000.00,43875.00,,,1100000.00,43886.00
335000.00,43875.00,,,1200000.00,43887.00
500000.00,43875.00,,,387262.00,43887.00
650000.00,43875.00,,,375000.00,43887.00
320000.00,43875.00,,,605000.00,43887.00
680000.00,43875.00,,,3000000.00,43887.00
545000.00,43875.00,,,1500000.00,43887.00
395000.00,43875.00,,,10.00,43887.00
995000.00,43875.00,,,3250000.00,43887.00
580000.00,43875.00,,,1400000.00,43887.00
1050000.00,43875.00,,,220000.00,43887.00
1010000.00,43875.00,,,410000.00,43887.00
475000.00,43875.00,,,435000.00,43887.00
150000.00,43875.00,,,6980104.00,43887.00
230000.00,43875.00,,,835000.00,43887.00
1039214.00,43875.00,,,1975000.00,43887.00
204000.00,43875.00,,,619000.00,43887.00
350000.00,43875.00,,,1975000.00,43887.00
720000.00,43875.00,,,507500.00,43887.00
175000.00,43875.00,,,500000.00,43887.00
599000.00,43875.00,,,487728.00,43887.00
1000.00,43875.00,,,530000.00,43887.00
575000.00,43875.00,,,699000.00,43887.00
303000.00,43878.00,,,1615000.00,43887.00
330000.00,43879.00,,,425000.00,43887.00
1225000.00,43879.00,,,1400000.00,43887.00
1150000.00,43879.00,,,1703177.00,43887.00
245000.00,43879.00,,,899000.00,43887.00
3000.00,43879.00,,,4800000.00,43887.00
1463000.00,43879.00,,,4800000.00,43887.00
500000.00,43879.00,,,4800000.00,43887.00
935000.00,43879.00,,,4800000.00,43887.00
830000.00,43879.00,,,4800000.00,43887.00
200000.00,43879.00,,,640000.00,43887.00
977520.00,43879.00,,,10.00,43887.00
999999.00,43879.00,,,575000.00,43887.00
1500000.00,43879.00,,,575000.00,43887.00
690000.00,43879.00,,,2200000.00,43887.00
450000.00,43879.00,,,365000.00,43887.00
780000.00,43879.00,,,530000.00,43887.00
268710.00,43879.00,,,467000.00,43887.00
335000.00,43879.00,,,725000.00,43887.00
400000.00,43879.00,,,248000.00,43887.00
725000.00,43879.00,,,945000.00,43887.00
309000.00,43879.00,,,1800000.00,43887.00
250000.00,43879.00,,,20000.00,43887.00
385000.00,43879.00,,,679000.00,43887.00
282000.00,43879.00,,,445000.00,43887.00
865000.00,43879.00,,,368000.00,43887.00
625000.00,43879.00,,,1365000.00,43887.00
365000.00,43879.00,,,180000.00,43887.00
420000.00,43879.00,,,1400000.00,43887.00
357000.00,43879.00,,,10.00,43887.00
905000.00,43879.00,,,1195000.00,43887.00
100000.00,43879.00,,,975000.00,43887.00
227136.00,43879.00,,,695000.00,43887.00
210000.00,43879.00,,,248430.00,43887.00
339000.00,43879.00,,,685000.00,43887.00
339000.00,43879.00,,,2300000.00,43887.00
415000.00,43879.00,,,750000.00,43887.00
139000.00,43879.00,,,396000.00,43887.00
850000.00,43879.00,,,600000.00,43887.00
505986.00,43879.00,,,1700000.00,43887.00
850000.00,43879.00,,,830000.00,43887.00
1510000.00,43879.00,,,100000.00,43887.00
486720.00,43879.00,,,1405000.00,43887.00
700000.00,43879.00,,,1065000.00,43887.00
1.00,43879.00,,,999999.00,43887.00
735000.00,43879.00,,,844000.00,43888.00
410000.00,43879.00,,,230000.00,43888.00
325000.00,43879.00,,,420000.00,43888.00
529000.00,43879.00,,,442500.00,43888.00
185000.00,43879.00,,,620000.00,43888.00
815000.00,43879.00,,,1590000.00,43888.00
450000.00,43879.00,,,1310000.00,43888.00
485000.00,43879.00,,,1500000.00,43888.00
700000.00,43879.00,,,1560000.00,43888.00
1315000.00,43879.00,,,850000.00,43888.00
955000.00,43879.00,,,925000.00,43888.00
580000.00,43879.00,,,1800000.00,43888.00
920000.00,43879.00,,,1550000.00,43888.00
430000.00,43880.00,,,86000.00,43888.00
320000.00,43880.00,,,85000.00,43888.00
280000.00,43880.00,,,3456667.00,43888.00
200000.00,43880.00,,,3456667.00,43888.00
618000.00,43880.00,,,3456667.00,43888.00
10.00,43880.00,,,625000.00,43888.00
1149000.00,43880.00,,,2100000.00,43888.00
1208000.00,43880.00,,,77500.00,43888.00
1088000.00,43880.00,,,77500.00,43888.00
1630000.00,43880.00,,,77500.00,43888.00
5000.00,43880.00,,,77500.00,43888.00
1210000.00,43880.00,,,77500.00,43888.00
752000.00,43880.00,,,77500.00,43888.00
970000.00,43880.00,,,77500.00,43888.00
540000.00,43880.00,,,4200000.00,43888.00
23739930.00,43880.00,,,275000.00,43888.00
540000.00,43880.00,,,849000.00,43888.00
1650000.00,43880.00,,,3100000.00,43888.00
268000.00,43880.00,,,3100000.00,43888.00
555000.00,43880.00,,,1800000.00,43888.00
325377.00,43880.00,,,390000.00,43888.00
880000.00,43880.00,,,800000.00,43888.00
275000.00,43880.00,,,800000.00,43888.00
770000.00,43880.00,,,103333.00,43888.00
905000.00,43880.00,,,1374638.00,43888.00
250000.00,43880.00,,,1150403.00,43888.00
300000.00,43880.00,,,875000.00,43888.00
982500.00,43880.00,,,1335000.00,43888.00
875000.00,43880.00,,,1285000.00,43888.00
960000.00,43880.00,,,1285000.00,43888.00
560000.00,43880.00,,,896000.00,43888.00
238000.00,43880.00,,,1320000.00,43888.00
345000.00,43880.00,,,961607.00,43888.00
245000.00,43880.00,,,15000.00,43888.00
449000.00,43880.00,,,915000.00,43888.00
620000.00,43880.00,,,715000.00,43888.00
350000.00,43880.00,,,350000.00,43888.00
245000.00,43880.00,,,610000.00,43888.00
550000.00,43880.00,,,790000.00,43888.00
1025000.00,43880.00,,,264000.00,43888.00
155000.00,43880.00,,,780000.00,43888.00
403720.00,43880.00,,,430000.00,43888.00
467500.00,43880.00,,,730000.00,43888.00
460000.00,43880.00,,,730000.00,43888.00
825000.00,43880.00,,,979000.00,43888.00
3000.00,43880.00,,,999999.00,43888.00
680000.00,43880.00,,,745000.00,43888.00
466500.00,43880.00,,,1294000.00,43888.00
232000.00,43880.00,,,1537500.00,43888.00
365000.00,43880.00,,,1537500.00,43888.00
750000.00,43880.00,,,457075.00,43888.00
250000.00,43880.00,,,240000.00,43888.00
100000.00,43880.00,,,755000.00,43888.00
660000.00,43880.00,,,590000.00,43888.00
1310000.00,43881.00,,,1800000.00,43888.00
320000.00,43881.00,,,800000.00,43888.00
405000.00,43881.00,,,647000.00,43888.00
560000.00,43881.00,,,647000.00,43888.00
830000.00,43881.00,,,55375.00,43888.00
765000.00,43881.00,,,10.00,43888.00
2182000.00,43881.00,,,1485000.00,43888.00
215000.00,43881.00,,,599000.00,43888.00
650000.00,43881.00,,,365000.00,43888.00
10.00,43881.00,,,1201012.00,43888.00
1565000.00,43881.00,,,1201012.00,43888.00
600000.00,43881.00,,,600000.00,43888.00
870000.00,43881.00,,,460000.00,43888.00
1350000.00,43881.00,,,430000.00,43888.00
58500000.00,43881.00,,,2150000.00,43888.00
58500000.00,43881.00,,,1395000.00,43888.00
54000.00,43881.00,,,2625500.00,43888.00
995000.00,43881.00,,,687500.00,43888.00
220000.00,43881.00,,,1045000.00,43888.00
505000.00,43881.00,,,779784.00,43888.00
290000.00,43881.00,,,830000.00,43888.00
220000.00,43881.00,,,997000.00,43888.00
212000.00,43881.00,,,245490.00,43888.00
255000.00,43881.00,,,300000.00,43888.00
1195000.00,43881.00,,,4400000.00,43888.00
650000.00,43881.00,,,1850000.00,43888.00
722500.00,43881.00,,,420000.00,43888.00
265000.00,43881.00,,,715610.00,43889.00
480000.00,43881.00,,,722958.00,43889.00
60000.00,43881.00,,,59000.00,43889.00
950000.00,43881.00,,,715610.00,43889.00
1000000.00,43881.00,,,722958.00,43889.00
529150.00,43881.00,,,1475000.00,43889.00
5000000.00,43881.00,,,290000.00,43889.00
360000.00,43881.00,,,233000.00,43889.00
259503.00,43881.00,,,1255000.00,43889.00
362520.00,43881.00,,,456300.00,43889.00
675000.00,43881.00,,,550000.00,43889.00
1025000.00,43881.00,,,1800000.00,43889.00
7042128.00,43881.00,,,969000.00,43889.00
48367.00,43881.00,,,616041.00,43889.00
1025000.00,43881.00,,,735000.00,43889.00
720000.00,43881.00,,,475340.00,43889.00
638888.00,43881.00,,,1800000.00,43889.00
210000.00,43881.00,,,9600000.00,43889.00
228000.00,43881.00,,,1050000.00,43889.00
504000.00,43881.00,,,643905.00,43889.00
504000.00,43881.00,,,200000.00,43889.00
630000.00,43881.00,,,1460000.00,43889.00
630000.00,43881.00,,,500000.00,43889.00
410000.00,43881.00,,,790000.00,43889.00
775000.00,43881.00,,,838000.00,43889.00
288000.00,43881.00,,,3080000.00,43889.00
220000.00,43881.00,,,5250000.00,43889.00
330000.00,43881.00,,,1800000.00,43889.00
230000.00,43881.00,,,1300000.00,43889.00
429000.00,43881.00,,,890000.00,43889.00
436020.00,43881.00,,,1140000.00,43889.00
450000.00,43881.00,,,90624.00,43889.00
590000.00,43881.00,,,980000.00,43889.00
443019.00,43881.00,,,975000.00,43889.00
549000.00,43881.00,,,410000.00,43889.00
750000.00,43881.00,,,616000.00,43889.00
1700000.00,43881.00,,,24000.00,43889.00
1389911.00,43881.00,,,1500000.00,43889.00
955000.00,43881.00,,,650000.00,43889.00
1190000.00,43882.00,,,990000.00,43889.00
998000.00,43882.00,,,850000.00,43889.00
2150000.00,43882.00,,,10.00,43889.00
595676.00,43882.00,,,479000.00,43889.00
8000.00,43882.00,,,635000.00,43889.00
882000.00,43882.00,,,526000.00,43889.00
20411.00,43882.00,,,576800.00,43889.00
1060000.00,43882.00,,,845000.00,43889.00
690000.00,43882.00,,,1630000.00,43889.00
343000.00,43882.00,,,1630000.00,43889.00
100.00,43882.00,,,710000.00,43889.00
1191000.00,43882.00,,,695000.00,43889.00
250000.00,43882.00,,,10.00,43889.00
772500.00,43882.00,,,935000.00,43889.00
549000.00,43882.00,,,1875000.00,43889.00
960000.00,43882.00,,,1475000.00,43889.00
700000.00,43882.00,,,799000.00,43889.00
218000.00,43882.00,,,965000.00,43889.00
408000.00,43882.00,,,610000.00,43889.00
1243569.00,43882.00,,,995000.00,43889.00
1182312.00,43882.00,,,190000.00,43889.00
590000.00,43882.00,,,455000.00,43889.00
651670.00,43882.00,,,218000.00,43889.00
514216.00,43882.00,,,1300000.00,43889.00
441275.00,43882.00,,,490000.00,43889.00
441275.00,43882.00,,,255000.00,43889.00
841888.00,43882.00,,,1720000.00,43889.00
998000.00,43882.00,,,555000.00,43889.00
2435000.00,43882.00,,,2875122.00,43889.00
275000.00,43882.00,,,10.00,43889.00
445000.00,43882.00,,,1850000.00,43889.00
210000.00,43882.00,,,765000.00,43889.00
950000.00,43882.00,,,1523500.00,43889.00
450000.00,43882.00,,,2350000.00,43889.00
466440.00,43882.00,,,373000.00,43892.00
740000.00,43882.00,,,635000.00,43892.00
390000.00,43882.00,,,539000.00,43892.00
353850.00,43882.00,,,565000.00,43892.00
210000.00,43882.00,,,1200000.00,43892.00
825000.00,43882.00,,,1450000.00,43892.00
305000.00,43882.00,,,7250000.00,43892.00
285000.00,43882.00,,,4050000.00,43892.00
195000.00,43882.00,,,3600000.00,43892.00
3075000.00,43882.00,,,999000.00,43892.00
100.00,43882.00,,,285000.00,43892.00
160000.00,43882.00,,,276266.00,43892.00
302100.00,43882.00,,,10.00,43892.00
489000.00,43882.00,,,2600000.00,43892.00
480000.00,43882.00,,,1230000.00,43892.00
365442.00,43882.00,,,958133.00,43892.00
485000.00,43882.00,,,575000.00,43892.00
365000.00,43882.00,,,1000.00,43892.00
525000.00,43882.00,,,26000.00,43892.00
907987.00,43882.00,,,975000.00,43892.00
789000.00,43882.00,,,1260000.00,43892.00
500.00,43882.00,,,950000.00,43892.00
475104.00,43882.00,,,550000.00,43892.00
258000.00,43882.00,,,636218.00,43892.00
775000.00,43882.00,,,1620000.00,43892.00
1000.00,43883.00,,,768000.00,43892.00
135000.00,43883.00,,,440000.00,43892.00
10000.00,43884.00,,,320000.00,43892.00
459900.00,43885.00,,,345000.00,43892.00
360000.00,43885.00,,,689026.00,43892.00
765000.00,43885.00,,,729000.00,43892.00
1450000.00,43885.00,,,235000.00,43892.00
750000.00,43885.00,,,250000.00,43892.00
683000.00,43885.00,,,999995.00,43892.00
589888.00,43885.00,,,249000.00,43892.00
440000.00,43885.00,,,710000.00,43892.00
600000.00,43885.00,,,2410000.00,43892.00
30000.00,43885.00,,,1999900.00,43892.00
538654.00,43885.00,,,865000.00,43892.00
945000.00,43885.00,,,782000.00,43892.00
1560000.00,43885.00,,,60000.00,43892.00
1300000.00,43885.00,,,730000.00,43892.00
700000.00,43885.00,,,245000.00,43892.00
845000.00,43885.00,,,870000.00,43892.00
758000.00,43885.00,,,1210000.00,43892.00
1275000.00,43885.00,,,1265000.00,43892.00
290000.00,43885.00,,,680000.00,43892.00
310000.00,43885.00,,,655802.00,43892.00
390000.00,43885.00,,,507769.00,43892.00
730000.00,43885.00,,,1938969.00,43892.00
830000.00,43885.00,,,1300000.00,43893.00
800000.00,43885.00,,,995000.00,43893.00
515000.00,43885.00,,,1400000.00,43893.00
280000.00,43885.00,,,1847000.00,43893.00
500000.00,43885.00,,,240000.00,43893.00
200000.00,43885.00,,,994950.00,43893.00
1190000.00,43885.00,,,998000.00,43893.00
3700000.00,43885.00,,,1867000.00,43893.00
3500000.00,43885.00,,,360000.00,43893.00
505000.00,43885.00,,,1400000.00,43893.00
648000.00,43885.00,,,850000.00,43893.00
420000.00,43885.00,,,850000.00,43893.00
675000.00,43885.00,,,818000.00,43893.00
447000.00,43885.00,,,415000.00,43893.00
480000.00,43885.00,,,2958000.00,43893.00
455000.00,43885.00,,,2958000.00,43893.00
540000.00,43885.00,,,755000.00,43893.00
612000.00,43885.00,,,763000.00,43893.00
580000.00,43885.00,,,10.00,43893.00
455000.00,43885.00,,,1150000.00,43893.00
490000.00,43885.00,,,999000.00,43893.00
775000.00,43885.00,,,1100000.00,43893.00
158500.00,43885.00,,,640000.00,43893.00
10.00,43885.00,,,360000.00,43893.00
175000.00,43885.00,,,695000.00,43893.00
590000.00,43885.00,,,780000.00,43893.00
438000.00,43885.00,,,815000.00,43893.00
760000.00,43885.00,,,1380000.00,43893.00
760000.00,43885.00,,,507000.00,43893.00
1050000.00,43886.00,,,740000.00,43893.00
283000.00,43886.00,,,1200000.00,43893.00
470000.00,43886.00,,,1179000.00,43893.00
660000.00,43886.00,,,1850000.00,43893.00
718000.00,43886.00,,,430000.00,43893.00
738888.00,43886.00,,,1050000.00,43893.00
992794.00,43886.00,,,630000.00,43893.00
992794.00,43886.00,,,2275000.00,43893.00
315000.00,43886.00,,,2375000.00,43893.00
420000.00,43886.00,,,999999.00,43893.00
830000.00,43886.00,,,737634.00,43893.00
1135000.00,43886.00,,,50000.00,43893.00
260000.00,43886.00,,,410000.00,43893.00
765000.00,43886.00,,,750000.00,43893.00
573000.00,43886.00,,,1350000.00,43893.00
851000.00,43886.00,,,215000.00,43893.00
651680.00,43886.00,,,220000.00,43893.00
565129.00,43886.00,,,750000.00,43893.00
3750000.00,43886.00,,,830000.00,43893.00
760000.00,43886.00,,,712775.00,43893.00
326000.00,43886.00,,,3450000.00,43893.00
815000.00,43886.00,,,825000.00,43893.00
320000.00,43886.00,,,734027.00,43894.00
838000.00,43886.00,,,761438.00,43894.00
150000.00,43886.00,,,761438.00,43894.00
330000.00,43886.00,,,734027.00,43894.00
600000.00,43886.00,,,925000.00,43894.00
335000.00,43886.00,,,1300000.00,43894.00
515000.00,43886.00,,,1100000.00,43894.00
1225000.00,43886.00,,,949780.00,43894.00
227750.00,43886.00,,,650000.00,43894.00
239900.00,43886.00,,,2700000.00,43894.00
600000.00,43886.00,,,450000.00,43894.00
260000.00,43886.00,,,925000.00,43894.00
908000.00,43886.00,,,1075000.00,43894.00
160000.00,43886.00,,,695500.00,43894.00
592800.00,43886.00,,,695500.00,43894.00
592800.00,43886.00,,,337500.00,43894.00
1110000.00,43886.00,,,835000.00,43894.00
296000.00,43886.00,,,1700000.00,43894.00
600000.00,43886.00,,,880000.00,43894.00
810000.00,43886.00,,,849000.00,43894.00
820000.00,43886.00,,,835000.00,43894.00
850000.00,43886.00,,,443000.00,43894.00
344328.00,43886.00,,,485000.00,43894.00
489104.00,43886.00,,,740000.00,43894.00
375376.00,43886.00,,,890000.00,43894.00
483731.00,43886.00,,,740000.00,43894.00
650000.00,43886.00,,,997885.00,43894.00
525000.00,43886.00,,,650000.00,43894.00
660000.00,43886.00,,,10.00,43894.00
232500.00,43886.00,,,930000.00,43894.00
499000.00,43886.00,,,755000.00,43894.00
222500.00,43886.00,,,675000.00,43894.00
348650.00,43886.00,,,425000.00,43894.00
640000.00,43886.00,,,1310000.00,43894.00
715000.00,43886.00,,,395000.00,43894.00
662881.00,43886.00,,,180000.00,43894.00
2400000.00,43886.00,,,456300.00,43894.00
330000.00,43886.00,,,1282000.00,43894.00
330600.00,43886.00,,,950000.00,43894.00
495000.00,43886.00,,,520000.00,43894.00
296000.00,43886.00,,,352872.00,43894.00
685000.00,43886.00,,,600000.00,43894.00
435000.00,43886.00,,,735000.00,43894.00
80000.00,43886.00,,,10.00,43894.00
517000.00,43887.00,,,260000.00,43894.00
236000.00,43887.00,,,822000.00,43894.00
190000.00,43887.00,,,1150000.00,43894.00
670000.00,43887.00,,,10000000.00,43894.00
580000.00,43887.00,,,404000.00,43894.00
820000.00,43887.00,,,1.00,43894.00
880000.00,43887.00,,,600000.00,43894.00
975000.00,43887.00,,,625000.00,43894.00
967338.00,43887.00,,,1337500.00,43894.00
967338.00,43887.00,,,1770000.00,43894.00
1180000.00,43887.00,,,320000.00,43894.00
850000.00,43887.00,,,525000.00,43894.00
559019.00,43887.00,,,525000.00,43894.00
195000.00,43887.00,,,1875000.00,43894.00
900000.00,43887.00,,,3100000.00,43894.00
910000.00,43887.00,,,1250000.00,43894.00
390000.00,43887.00,,,1392500.00,43895.00
272000.00,43887.00,,,810000.00,43895.00
325000.00,43887.00,,,1030000.00,43895.00
778779.00,43887.00,,,340000.00,43895.00
330000.00,43887.00,,,310000.00,43895.00
315000.00,43887.00,,,1560000.00,43895.00
366561.00,43887.00,,,1225000.00,43895.00
558000.00,43887.00,,,10.00,43895.00
440000.00,43887.00,,,10.00,43895.00
950000.00,43887.00,,,6000000.00,43895.00
750000.00,43887.00,,,530000.00,43895.00
1049000.00,43887.00,,,1760000.00,43895.00
10.00,43887.00,,,1950000.00,43895.00
455000.00,43887.00,,,995000.00,43895.00
430000.00,43887.00,,,1525000.00,43895.00
360000.00,43887.00,,,1675000.00,43895.00
300000.00,43887.00,,,1125000.00,43895.00
270000.00,43887.00,,,360000.00,43895.00
1250000.00,43887.00,,,233000.00,43895.00
1950000.00,43887.00,,,140000.00,43895.00
556600.00,43887.00,,,705000.00,43895.00
160000.00,43887.00,,,350000.00,43895.00
310000.00,43887.00,,,430000.00,43895.00
670000.00,43887.00,,,750000.00,43895.00
699650.00,43887.00,,,10.00,43895.00
631315.00,43887.00,,,10.00,43895.00
760000.00,43887.00,,,2925000.00,43895.00
504224.00,43887.00,,,1300000.00,43895.00
760000.00,43887.00,,,40000.00,43895.00
760000.00,43887.00,,,30000.00,43895.00
699650.00,43887.00,,,670000.00,43895.00
504224.00,43887.00,,,585000.00,43895.00
600000.00,43887.00,,,743323.00,43895.00
600000.00,43887.00,,,1200000.00,43895.00
232000.00,43887.00,,,2071121.00,43895.00
545000.00,43887.00,,,835000.00,43895.00
500000.00,43887.00,,,10.00,43895.00
520000.00,43887.00,,,1150000.00,43895.00
615000.00,43887.00,,,420000.00,43895.00
454000.00,43887.00,,,495000.00,43895.00
355000.00,43887.00,,,600000.00,43895.00
649000.00,43887.00,,,780000.00,43895.00
612000.00,43887.00,,,342000.00,43895.00
1230000.00,43887.00,,,1500000.00,43895.00
800000.00,43887.00,,,816000.00,43895.00
1230000.00,43887.00,,,816000.00,43895.00
510000.00,43887.00,,,630000.00,43895.00
520000.00,43887.00,,,440000.00,43895.00
740000.00,43887.00,,,159500.00,43895.00
150000.00,43887.00,,,1510000.00,43895.00
810000.00,43887.00,,,1510000.00,43895.00
801000.00,43887.00,,,865000.00,43895.00
520000.00,43887.00,,,200000.00,43895.00
381771.00,43887.00,,,167800.00,43895.00
495000.00,43887.00,,,1250000.00,43895.00
535500.00,43887.00,,,1250000.00,43895.00
300000.00,43887.00,,,1400000.00,43895.00
305000.00,43887.00,,,1175000.00,43895.00
310000.00,43887.00,,,1250000.00,43895.00
450000.00,43887.00,,,320000.00,43895.00
612000.00,43887.00,,,950000.00,43895.00
860000.00,43887.00,,,450638.00,43895.00
750000.00,43888.00,,,1100000.00,43895.00
1610000.00,43888.00,,,2545625.00,43895.00
1364000.00,43888.00,,,1850000.00,43895.00
700000.00,43888.00,,,1374638.00,43895.00
225000.00,43888.00,,,1200517.00,43895.00
850000.00,43888.00,,,1700000.00,43895.00
10.00,43888.00,,,1552831.00,43895.00
662000.00,43888.00,,,3050000.00,43895.00
225000.00,43888.00,,,1350000.00,43895.00
640000.00,43888.00,,,502493.00,43895.00
870000.00,43888.00,,,17000.00,43895.00
2000000.00,43888.00,,,17000.00,43895.00
277500.00,43888.00,,,1050000.00,43895.00
356000.00,43888.00,,,900000.00,43896.00
222900.00,43888.00,,,334000.00,43896.00
625000.00,43888.00,,,1549000.00,43896.00
450000.00,43888.00,,,635000.00,43896.00
900000.00,43888.00,,,10.00,43896.00
230000.00,43888.00,,,270000.00,43896.00
912000.00,43888.00,,,2170000.00,43896.00
795000.00,43888.00,,,350000.00,43896.00
160000.00,43888.00,,,658000.00,43896.00
1200000.00,43888.00,,,631315.00,43896.00
958000.00,43888.00,,,658000.00,43896.00
294900.00,43888.00,,,631315.00,43896.00
430000.00,43888.00,,,1625000.00,43896.00
423000.00,43888.00,,,360000.00,43896.00
42000000.00,43888.00,,,499000.00,43896.00
780000.00,43888.00,,,700000.00,43896.00
467066.00,43888.00,,,1054000.00,43896.00
1450000.00,43888.00,,,835000.00,43896.00
325000.00,43888.00,,,625000.00,43896.00
180000.00,43888.00,,,10.00,43896.00
420000.00,43888.00,,,790000.00,43896.00
325000.00,43888.00,,,1350000.00,43896.00
1280000.00,43888.00,,,1610000.00,43896.00
875000.00,43888.00,,,485000.00,43896.00
242250.00,43888.00,,,1200000.00,43896.00
10.00,43888.00,,,625500.00,43896.00
6000000.00,43888.00,,,283000.00,43896.00
162500.00,43888.00,,,560038.00,43896.00
1360000.00,43888.00,,,1059006.00,43896.00
401793.00,43888.00,,,1450000.00,43896.00
715000.00,43888.00,,,925000.00,43896.00
170000.00,43888.00,,,442500.00,43896.00
1490000.00,43888.00,,,693600.00,43896.00
350000.00,43888.00,,,10.00,43896.00
635000.00,43888.00,,,553928.00,43896.00
870000.00,43888.00,,,630000.00,43896.00
817000.00,43888.00,,,370000.00,43896.00
1230000.00,43888.00,,,995000.00,43896.00
450000.00,43888.00,,,3000000.00,43896.00
650000.00,43888.00,,,520000.00,43896.00
636406.00,43888.00,,,1400000.00,43896.00
617259.00,43888.00,,,650000.00,43896.00
526488.00,43888.00,,,1496999.00,43896.00
730442.00,43888.00,,,1497000.00,43896.00
245000.00,43888.00,,,149000.00,43896.00
245000.00,43888.00,,,460000.00,43896.00
500000.00,43888.00,,,1320000.00,43896.00
1220000.00,43888.00,,,2587000.00,43896.00
395000.00,43888.00,,,1624109.00,43896.00
215000.00,43888.00,,,2275000.00,43896.00
410000.00,43888.00,,,2200000.00,43896.00
849000.00,43888.00,,,800000.00,43896.00
280000.00,43888.00,,,1125370.00,43896.00
575000.00,43888.00,,,1120075.00,43896.00
7209.00,43888.00,,,810000.00,43896.00
190000.00,43888.00,,,460000.00,43896.00
485000.00,43888.00,,,725000.00,43896.00
5845000.00,43888.00,,,661863.00,43896.00
5875000.00,43888.00,,,995000.00,43896.00
5875000.00,43888.00,,,18200000.00,43896.00
540000.00,43888.00,,,995000.00,43896.00
463027.00,43888.00,,,1883000.00,43896.00
226455.00,43888.00,,,580000.00,43899.00
325000.00,43888.00,,,999000.00,43899.00
300000.00,43888.00,,,1250000.00,43899.00
